"emp_no","dept_name"
100486,"Sales"
100487,"Sales"
100488,"Sales"
100492,"Sales"
100511,"Sales"
100513,"Sales"
100521,"Sales"
100529,"Sales"
100534,"Sales"
100535,"Sales"
100536,"Sales"
100538,"Sales"
100545,"Sales"
100555,"Sales"
100557,"Sales"
100563,"Sales"
100564,"Sales"
100571,"Sales"
100574,"Sales"
100586,"Sales"
100590,"Sales"
100595,"Sales"
100597,"Sales"
100601,"Sales"
100602,"Sales"
100627,"Sales"
100628,"Sales"
100644,"Sales"
100647,"Sales"
100657,"Sales"
100658,"Sales"
100669,"Sales"
100673,"Sales"
100686,"Sales"
100689,"Sales"
100700,"Sales"
100701,"Sales"
100704,"Sales"
100711,"Sales"
100713,"Sales"
100718,"Sales"
100725,"Sales"
100732,"Sales"
100737,"Sales"
100739,"Sales"
100741,"Sales"
100745,"Sales"
100746,"Sales"
100755,"Sales"
100762,"Sales"
100770,"Sales"
100771,"Sales"
100772,"Sales"
100773,"Sales"
100774,"Sales"
100794,"Sales"
100800,"Sales"
100801,"Sales"
100804,"Sales"
100810,"Sales"
100820,"Sales"
100823,"Sales"
100826,"Sales"
100848,"Sales"
100862,"Sales"
100878,"Sales"
100879,"Sales"
100891,"Sales"
100892,"Sales"
100894,"Sales"
100899,"Sales"
100918,"Sales"
100933,"Sales"
100937,"Sales"
100939,"Sales"
100942,"Sales"
100946,"Sales"
100952,"Sales"
100954,"Sales"
100956,"Sales"
100965,"Sales"
100972,"Sales"
100983,"Sales"
100989,"Sales"
100992,"Sales"
100998,"Sales"
101008,"Sales"
101011,"Sales"
101021,"Sales"
101022,"Sales"
101023,"Sales"
101030,"Sales"
101031,"Sales"
101045,"Sales"
101056,"Sales"
101070,"Sales"
101075,"Sales"
101080,"Sales"
101082,"Sales"
101085,"Sales"
101098,"Sales"
101099,"Sales"
101101,"Sales"
101114,"Sales"
101123,"Sales"
101126,"Sales"
101128,"Sales"
101130,"Sales"
101133,"Sales"
101139,"Sales"
101140,"Sales"
101152,"Sales"
101153,"Sales"
101161,"Sales"
101172,"Sales"
101177,"Sales"
101180,"Sales"
101197,"Sales"
101202,"Sales"
101226,"Sales"
101227,"Sales"
101228,"Sales"
101230,"Sales"
101231,"Sales"
101234,"Sales"
101237,"Sales"
101239,"Sales"
101240,"Sales"
101247,"Sales"
101249,"Sales"
101250,"Sales"
101257,"Sales"
101264,"Sales"
101265,"Sales"
101269,"Sales"
101271,"Sales"
101280,"Sales"
101282,"Sales"
101284,"Sales"
101287,"Sales"
101292,"Sales"
101298,"Sales"
101299,"Sales"
101301,"Sales"
101305,"Sales"
101307,"Sales"
101308,"Sales"
101316,"Sales"
101324,"Sales"
101326,"Sales"
101327,"Sales"
101333,"Sales"
101334,"Sales"
101339,"Sales"
101353,"Sales"
101362,"Sales"
101365,"Sales"
101366,"Sales"
101371,"Sales"
101373,"Sales"
101378,"Sales"
101381,"Sales"
101382,"Sales"
101397,"Sales"
101398,"Sales"
101400,"Sales"
101410,"Sales"
101413,"Sales"
101414,"Sales"
101421,"Sales"
101423,"Sales"
101426,"Sales"
101434,"Sales"
101445,"Sales"
101453,"Sales"
101454,"Sales"
101456,"Sales"
101462,"Sales"
101473,"Sales"
101482,"Sales"
101483,"Sales"
101487,"Sales"
101497,"Sales"
101505,"Sales"
101513,"Sales"
101525,"Sales"
101526,"Sales"
101531,"Sales"
101538,"Sales"
101539,"Sales"
101555,"Sales"
101561,"Sales"
101562,"Sales"
101564,"Sales"
101565,"Sales"
101568,"Sales"
101587,"Sales"
101592,"Sales"
101595,"Sales"
101599,"Sales"
101601,"Sales"
101605,"Sales"
101608,"Sales"
101612,"Sales"
101622,"Sales"
101625,"Sales"
101627,"Sales"
101628,"Sales"
101629,"Sales"
101631,"Sales"
101647,"Sales"
101649,"Sales"
101656,"Sales"
101686,"Sales"
101687,"Sales"
101690,"Sales"
101691,"Sales"
101698,"Sales"
101705,"Sales"
101709,"Sales"
101714,"Sales"
101723,"Sales"
101724,"Sales"
101735,"Sales"
101736,"Sales"
101739,"Sales"
101741,"Sales"
101746,"Sales"
101749,"Sales"
101753,"Sales"
101763,"Sales"
101777,"Sales"
101783,"Sales"
101785,"Sales"
101791,"Sales"
101802,"Sales"
101811,"Sales"
101821,"Sales"
101822,"Sales"
101833,"Sales"
101841,"Sales"
101843,"Sales"
101848,"Sales"
101856,"Sales"
101860,"Sales"
101869,"Sales"
101875,"Sales"
101878,"Sales"
101880,"Sales"
101895,"Sales"
101902,"Sales"
101906,"Sales"
101910,"Sales"
101913,"Sales"
101914,"Sales"
101916,"Sales"
101924,"Sales"
101938,"Sales"
101939,"Sales"
101941,"Sales"
101944,"Sales"
101951,"Sales"
101957,"Sales"
101964,"Sales"
101966,"Sales"
101990,"Sales"
101999,"Sales"
102005,"Sales"
102013,"Sales"
102021,"Sales"
102031,"Sales"
102037,"Sales"
102038,"Sales"
102046,"Sales"
102055,"Sales"
102065,"Sales"
102078,"Sales"
102100,"Sales"
102114,"Sales"
102115,"Sales"
102116,"Sales"
102122,"Sales"
102125,"Sales"
102133,"Sales"
102134,"Sales"
102135,"Sales"
102151,"Sales"
102160,"Sales"
102161,"Sales"
102166,"Sales"
102181,"Sales"
102193,"Sales"
102207,"Sales"
102224,"Sales"
102226,"Sales"
102234,"Sales"
102253,"Sales"
102255,"Sales"
102256,"Sales"
102259,"Sales"
102271,"Sales"
102272,"Sales"
102282,"Sales"
102289,"Sales"
102294,"Sales"
102297,"Sales"
102306,"Sales"
102312,"Sales"
102317,"Sales"
102318,"Sales"
102327,"Sales"
102332,"Sales"
102334,"Sales"
102340,"Sales"
102357,"Sales"
102363,"Sales"
102364,"Sales"
102388,"Sales"
102405,"Sales"
102410,"Sales"
102414,"Sales"
102422,"Sales"
102425,"Sales"
102428,"Sales"
102433,"Sales"
102435,"Sales"
102440,"Sales"
102442,"Sales"
102449,"Sales"
102452,"Sales"
102455,"Sales"
102456,"Sales"
102457,"Sales"
102458,"Sales"
102460,"Sales"
102474,"Sales"
102479,"Sales"
102487,"Sales"
102488,"Sales"
102490,"Sales"
102494,"Sales"
102510,"Sales"
102516,"Sales"
102524,"Sales"
102545,"Sales"
102555,"Sales"
102559,"Sales"
102562,"Sales"
102566,"Sales"
102584,"Sales"
102588,"Sales"
102589,"Sales"
102598,"Sales"
102599,"Sales"
102601,"Sales"
102603,"Sales"
102618,"Sales"
102624,"Sales"
102626,"Sales"
102637,"Sales"
102641,"Sales"
102643,"Sales"
102649,"Sales"
102651,"Sales"
102657,"Sales"
102658,"Sales"
102662,"Sales"
102663,"Sales"
102666,"Sales"
102672,"Sales"
102673,"Sales"
102682,"Sales"
102686,"Sales"
102691,"Sales"
102692,"Sales"
102695,"Sales"
102697,"Sales"
102707,"Sales"
102727,"Sales"
102728,"Sales"
102741,"Sales"
102743,"Sales"
102750,"Sales"
102759,"Sales"
102761,"Sales"
102763,"Sales"
102764,"Sales"
102772,"Sales"
102773,"Sales"
102784,"Sales"
102788,"Sales"
102802,"Sales"
102806,"Sales"
102810,"Sales"
102812,"Sales"
102819,"Sales"
102820,"Sales"
102824,"Sales"
102835,"Sales"
102838,"Sales"
102860,"Sales"
102870,"Sales"
102872,"Sales"
102874,"Sales"
102876,"Sales"
102877,"Sales"
102880,"Sales"
102882,"Sales"
102884,"Sales"
102892,"Sales"
102906,"Sales"
102908,"Sales"
102910,"Sales"
102915,"Sales"
102916,"Sales"
102931,"Sales"
102942,"Sales"
102946,"Sales"
102949,"Sales"
102950,"Sales"
102962,"Sales"
102965,"Sales"
102968,"Sales"
102969,"Sales"
102989,"Sales"
103004,"Sales"
103007,"Sales"
103015,"Sales"
103022,"Sales"
103026,"Sales"
103031,"Sales"
103036,"Sales"
103037,"Sales"
103039,"Sales"
103042,"Sales"
103047,"Sales"
103048,"Sales"
103050,"Sales"
103054,"Sales"
103056,"Sales"
103070,"Sales"
103080,"Sales"
103087,"Sales"
103089,"Sales"
103095,"Sales"
103097,"Sales"
103118,"Sales"
103124,"Sales"
103125,"Sales"
103133,"Sales"
103147,"Sales"
103154,"Sales"
103156,"Sales"
103158,"Sales"
103164,"Sales"
103185,"Sales"
103189,"Sales"
103200,"Sales"
103212,"Sales"
103213,"Sales"
103215,"Sales"
103234,"Sales"
103236,"Sales"
103240,"Sales"
103256,"Sales"
103273,"Sales"
103276,"Sales"
103277,"Sales"
103279,"Sales"
103304,"Sales"
103305,"Sales"
103317,"Sales"
103319,"Sales"
103322,"Sales"
103333,"Sales"
103334,"Sales"
103340,"Sales"
103358,"Sales"
103368,"Sales"
103369,"Sales"
103375,"Sales"
103378,"Sales"
103379,"Sales"
103383,"Sales"
103387,"Sales"
103398,"Sales"
103399,"Sales"
103400,"Sales"
103404,"Sales"
103406,"Sales"
103411,"Sales"
103414,"Sales"
103420,"Sales"
103421,"Sales"
103428,"Sales"
103436,"Sales"
103438,"Sales"
103443,"Sales"
103446,"Sales"
103450,"Sales"
103462,"Sales"
103467,"Sales"
103470,"Sales"
103472,"Sales"
103473,"Sales"
103474,"Sales"
103485,"Sales"
103492,"Sales"
103500,"Sales"
103501,"Sales"
103505,"Sales"
103511,"Sales"
103514,"Sales"
103517,"Sales"
103525,"Sales"
103534,"Sales"
103539,"Sales"
103545,"Sales"
103546,"Sales"
103550,"Sales"
103561,"Sales"
103574,"Sales"
103575,"Sales"
103585,"Sales"
103591,"Sales"
103595,"Sales"
103601,"Sales"
103611,"Sales"
103617,"Sales"
103621,"Sales"
103623,"Sales"
103642,"Sales"
103645,"Sales"
103646,"Sales"
103652,"Sales"
103656,"Sales"
103664,"Sales"
103672,"Sales"
103679,"Sales"
103685,"Sales"
103686,"Sales"
103688,"Sales"
103689,"Sales"
103704,"Sales"
103705,"Sales"
103719,"Sales"
103744,"Sales"
103760,"Sales"
103767,"Sales"
103769,"Sales"
103776,"Sales"
103777,"Sales"
103780,"Sales"
103781,"Sales"
103782,"Sales"
103789,"Sales"
103793,"Sales"
103799,"Sales"
103803,"Sales"
103804,"Sales"
103805,"Sales"
103807,"Sales"
103808,"Sales"
103819,"Sales"
103823,"Sales"
103827,"Sales"
103828,"Sales"
103848,"Sales"
103857,"Sales"
103867,"Sales"
103868,"Sales"
103881,"Sales"
103885,"Sales"
103887,"Sales"
103894,"Sales"
103896,"Sales"
103898,"Sales"
103899,"Sales"
103906,"Sales"
103907,"Sales"
103914,"Sales"
103915,"Sales"
103916,"Sales"
103917,"Sales"
103919,"Sales"
103924,"Sales"
103926,"Sales"
103949,"Sales"
103955,"Sales"
103961,"Sales"
103982,"Sales"
103986,"Sales"
103990,"Sales"
103991,"Sales"
104002,"Sales"
104010,"Sales"
104011,"Sales"
104018,"Sales"
104019,"Sales"
104027,"Sales"
104029,"Sales"
104034,"Sales"
104035,"Sales"
104044,"Sales"
104048,"Sales"
104050,"Sales"
104052,"Sales"
104065,"Sales"
104070,"Sales"
104073,"Sales"
104080,"Sales"
104082,"Sales"
104084,"Sales"
104088,"Sales"
104089,"Sales"
104091,"Sales"
104103,"Sales"
104105,"Sales"
104109,"Sales"
104110,"Sales"
104115,"Sales"
104133,"Sales"
104135,"Sales"
104146,"Sales"
104147,"Sales"
104155,"Sales"
104159,"Sales"
104165,"Sales"
104166,"Sales"
104178,"Sales"
104191,"Sales"
104203,"Sales"
104207,"Sales"
104211,"Sales"
104212,"Sales"
104215,"Sales"
104223,"Sales"
104237,"Sales"
104238,"Sales"
104241,"Sales"
104243,"Sales"
104247,"Sales"
104250,"Sales"
104251,"Sales"
104258,"Sales"
104272,"Sales"
104276,"Sales"
104285,"Sales"
104304,"Sales"
104305,"Sales"
104310,"Sales"
104312,"Sales"
104319,"Sales"
104323,"Sales"
104333,"Sales"
104340,"Sales"
104349,"Sales"
104352,"Sales"
104353,"Sales"
104359,"Sales"
104363,"Sales"
104364,"Sales"
104371,"Sales"
104372,"Sales"
104374,"Sales"
104375,"Sales"
104378,"Sales"
104383,"Sales"
104388,"Sales"
104392,"Sales"
104394,"Sales"
104401,"Sales"
104402,"Sales"
104403,"Sales"
104404,"Sales"
104405,"Sales"
104422,"Sales"
104424,"Sales"
104427,"Sales"
104428,"Sales"
104432,"Sales"
104433,"Sales"
104442,"Sales"
104445,"Sales"
104449,"Sales"
104450,"Sales"
104454,"Sales"
104469,"Sales"
104474,"Sales"
104479,"Sales"
104509,"Sales"
104511,"Sales"
104512,"Sales"
104520,"Sales"
104530,"Sales"
104536,"Sales"
104538,"Sales"
104539,"Sales"
104542,"Sales"
104544,"Sales"
104573,"Sales"
104578,"Sales"
104580,"Sales"
104583,"Sales"
104589,"Sales"
104601,"Sales"
104606,"Sales"
104609,"Sales"
104610,"Sales"
104620,"Sales"
104627,"Sales"
104656,"Sales"
104664,"Sales"
104666,"Sales"
104671,"Sales"
104679,"Sales"
104682,"Sales"
104685,"Sales"
104688,"Sales"
104691,"Sales"
104693,"Sales"
104694,"Sales"
104707,"Sales"
104710,"Sales"
104712,"Sales"
104715,"Sales"
104719,"Sales"
104727,"Sales"
104733,"Sales"
104738,"Sales"
104740,"Sales"
104750,"Sales"
104751,"Sales"
104759,"Sales"
104761,"Sales"
104765,"Sales"
104766,"Sales"
104772,"Sales"
104776,"Sales"
104791,"Sales"
104802,"Sales"
104804,"Sales"
104809,"Sales"
104812,"Sales"
104817,"Sales"
104820,"Sales"
104824,"Sales"
104825,"Sales"
104836,"Sales"
104846,"Sales"
104849,"Sales"
104858,"Sales"
104860,"Sales"
104866,"Sales"
104867,"Sales"
104870,"Sales"
104873,"Sales"
104883,"Sales"
104904,"Sales"
104905,"Sales"
104908,"Sales"
104917,"Sales"
104924,"Sales"
104931,"Sales"
104955,"Sales"
104967,"Sales"
104970,"Sales"
104972,"Sales"
104974,"Sales"
104978,"Sales"
104982,"Sales"
104992,"Sales"
105002,"Sales"
105004,"Sales"
105006,"Sales"
105015,"Sales"
105020,"Sales"
105021,"Sales"
105025,"Sales"
105026,"Sales"
105032,"Sales"
105038,"Sales"
105044,"Sales"
105047,"Sales"
105055,"Sales"
105060,"Sales"
105073,"Sales"
105079,"Sales"
105083,"Sales"
105096,"Sales"
105104,"Sales"
105118,"Sales"
105119,"Sales"
105121,"Sales"
105122,"Sales"
105127,"Sales"
105128,"Sales"
105138,"Sales"
105150,"Sales"
105154,"Sales"
105158,"Sales"
105160,"Sales"
105164,"Sales"
105178,"Sales"
105186,"Sales"
105187,"Sales"
105203,"Sales"
105204,"Sales"
105226,"Sales"
105227,"Sales"
105235,"Sales"
105237,"Sales"
105256,"Sales"
105264,"Sales"
105271,"Sales"
105276,"Sales"
105283,"Sales"
105289,"Sales"
105296,"Sales"
105298,"Sales"
105300,"Sales"
105305,"Sales"
105320,"Sales"
105337,"Sales"
105369,"Sales"
105378,"Sales"
105379,"Sales"
105396,"Sales"
105398,"Sales"
105412,"Sales"
105420,"Sales"
105431,"Sales"
105434,"Sales"
105437,"Sales"
105440,"Sales"
105441,"Sales"
105445,"Sales"
105451,"Sales"
105452,"Sales"
105475,"Sales"
105479,"Sales"
105483,"Sales"
105484,"Sales"
105489,"Sales"
105501,"Sales"
105503,"Sales"
105506,"Sales"
105507,"Sales"
105510,"Sales"
105514,"Sales"
105518,"Sales"
105520,"Sales"
105521,"Sales"
105522,"Sales"
105534,"Sales"
105538,"Sales"
105551,"Sales"
105552,"Sales"
105553,"Sales"
105572,"Sales"
105573,"Sales"
105576,"Sales"
105595,"Sales"
105603,"Sales"
105609,"Sales"
105624,"Sales"
105627,"Sales"
105634,"Sales"
105641,"Sales"
105645,"Sales"
105656,"Sales"
105659,"Sales"
105662,"Sales"
105665,"Sales"
105669,"Sales"
105672,"Sales"
105673,"Sales"
105685,"Sales"
105694,"Sales"
105710,"Sales"
105715,"Sales"
105722,"Sales"
105724,"Sales"
105727,"Sales"
105735,"Sales"
105757,"Sales"
105766,"Sales"
105768,"Sales"
105772,"Sales"
105773,"Sales"
105774,"Sales"
105778,"Sales"
105789,"Sales"
105790,"Sales"
105793,"Sales"
105800,"Sales"
105806,"Sales"
105818,"Sales"
105831,"Sales"
105836,"Sales"
105841,"Sales"
105847,"Sales"
105852,"Sales"
105854,"Sales"
105868,"Sales"
105870,"Sales"
105872,"Sales"
105883,"Sales"
105886,"Sales"
105888,"Sales"
105900,"Sales"
105902,"Sales"
105904,"Sales"
105921,"Sales"
105934,"Sales"
105936,"Sales"
105940,"Sales"
105955,"Sales"
105956,"Sales"
105962,"Sales"
105964,"Sales"
105977,"Sales"
105979,"Sales"
106002,"Sales"
106006,"Sales"
106008,"Sales"
106010,"Sales"
106011,"Sales"
106012,"Sales"
106015,"Sales"
106022,"Sales"
106029,"Sales"
106036,"Sales"
106046,"Sales"
106049,"Sales"
106050,"Sales"
106058,"Sales"
106059,"Sales"
106060,"Sales"
106064,"Sales"
106068,"Sales"
106069,"Sales"
106074,"Sales"
106077,"Sales"
106089,"Sales"
106093,"Sales"
106102,"Sales"
106103,"Sales"
106104,"Sales"
106116,"Sales"
106117,"Sales"
106123,"Sales"
106127,"Sales"
106130,"Sales"
106133,"Sales"
106138,"Sales"
106141,"Sales"
106143,"Sales"
106144,"Sales"
106150,"Sales"
106153,"Sales"
106157,"Sales"
106159,"Sales"
106170,"Sales"
106171,"Sales"
106176,"Sales"
106180,"Sales"
106184,"Sales"
106186,"Sales"
106187,"Sales"
106193,"Sales"
106201,"Sales"
106216,"Sales"
106221,"Sales"
106246,"Sales"
106247,"Sales"
106250,"Sales"
106254,"Sales"
106255,"Sales"
106268,"Sales"
106270,"Sales"
106274,"Sales"
106280,"Sales"
106281,"Sales"
106282,"Sales"
106289,"Sales"
106293,"Sales"
106294,"Sales"
106298,"Sales"
106300,"Sales"
106304,"Sales"
106312,"Sales"
106315,"Sales"
106325,"Sales"
106338,"Sales"
106341,"Sales"
106344,"Sales"
106349,"Sales"
106356,"Sales"
106358,"Sales"
106362,"Sales"
106365,"Sales"
106371,"Sales"
106372,"Sales"
106378,"Sales"
106383,"Sales"
106385,"Sales"
106387,"Sales"
106388,"Sales"
106393,"Sales"
106403,"Sales"
106424,"Sales"
106428,"Sales"
106431,"Sales"
106432,"Sales"
106433,"Sales"
106435,"Sales"
106444,"Sales"
106447,"Sales"
106454,"Sales"
106464,"Sales"
106471,"Sales"
106476,"Sales"
106482,"Sales"
106484,"Sales"
106485,"Sales"
106490,"Sales"
106501,"Sales"
106507,"Sales"
106513,"Sales"
106518,"Sales"
106528,"Sales"
106545,"Sales"
106551,"Sales"
106559,"Sales"
106562,"Sales"
106577,"Sales"
106580,"Sales"
106596,"Sales"
106598,"Sales"
106630,"Sales"
106638,"Sales"
106644,"Sales"
106651,"Sales"
106652,"Sales"
106654,"Sales"
106657,"Sales"
106658,"Sales"
106668,"Sales"
106673,"Sales"
106675,"Sales"
106678,"Sales"
106680,"Sales"
106681,"Sales"
106686,"Sales"
106707,"Sales"
106712,"Sales"
106714,"Sales"
106719,"Sales"
106724,"Sales"
106733,"Sales"
106734,"Sales"
106738,"Sales"
106741,"Sales"
106742,"Sales"
106751,"Sales"
106752,"Sales"
106761,"Sales"
106762,"Sales"
106766,"Sales"
106770,"Sales"
106771,"Sales"
106772,"Sales"
106777,"Sales"
106778,"Sales"
106779,"Sales"
106803,"Sales"
106805,"Sales"
106808,"Sales"
106809,"Sales"
106810,"Sales"
106811,"Sales"
106817,"Sales"
106826,"Sales"
106830,"Sales"
106834,"Sales"
106835,"Sales"
106836,"Sales"
106837,"Sales"
106838,"Sales"
106841,"Sales"
106846,"Sales"
106853,"Sales"
106856,"Sales"
106857,"Sales"
106864,"Sales"
106870,"Sales"
106873,"Sales"
106876,"Sales"
106877,"Sales"
106883,"Sales"
106888,"Sales"
106890,"Sales"
106895,"Sales"
106897,"Sales"
106898,"Sales"
106906,"Sales"
106917,"Sales"
106918,"Sales"
106935,"Sales"
106937,"Sales"
106939,"Sales"
106940,"Sales"
106946,"Sales"
106962,"Sales"
106966,"Sales"
106974,"Sales"
106975,"Sales"
106976,"Sales"
106990,"Sales"
106992,"Sales"
106998,"Sales"
106999,"Sales"
107007,"Sales"
107009,"Sales"
107011,"Sales"
107012,"Sales"
107016,"Sales"
107019,"Sales"
107023,"Sales"
107028,"Sales"
107039,"Sales"
107047,"Sales"
107053,"Sales"
107055,"Sales"
107056,"Sales"
107058,"Sales"
107059,"Sales"
107075,"Sales"
107079,"Sales"
107082,"Sales"
107085,"Sales"
107094,"Sales"
107096,"Sales"
107097,"Sales"
107098,"Sales"
107099,"Sales"
107102,"Sales"
107107,"Sales"
107113,"Sales"
107126,"Sales"
107130,"Sales"
107132,"Sales"
107140,"Sales"
107141,"Sales"
107150,"Sales"
107154,"Sales"
107161,"Sales"
107163,"Sales"
107185,"Sales"
107198,"Sales"
107199,"Sales"
107207,"Sales"
107224,"Sales"
107228,"Sales"
107231,"Sales"
107240,"Sales"
107244,"Sales"
107247,"Sales"
107257,"Sales"
107258,"Sales"
107260,"Sales"
107261,"Sales"
107267,"Sales"
107278,"Sales"
107280,"Sales"
107293,"Sales"
107295,"Sales"
107306,"Sales"
107307,"Sales"
107309,"Sales"
107313,"Sales"
107315,"Sales"
107317,"Sales"
107318,"Sales"
107325,"Sales"
107330,"Sales"
107333,"Sales"
107334,"Sales"
107337,"Sales"
107343,"Sales"
107359,"Sales"
107360,"Sales"
107362,"Sales"
107373,"Sales"
107377,"Sales"
107380,"Sales"
107383,"Sales"
107393,"Sales"
107395,"Sales"
107399,"Sales"
107406,"Sales"
107416,"Sales"
107427,"Sales"
107430,"Sales"
107434,"Sales"
107442,"Sales"
107443,"Sales"
107447,"Sales"
107455,"Sales"
107471,"Sales"
107474,"Sales"
107476,"Sales"
107477,"Sales"
107478,"Sales"
107479,"Sales"
107480,"Sales"
107490,"Sales"
107493,"Sales"
107497,"Sales"
107500,"Sales"
107502,"Sales"
107508,"Sales"
107517,"Sales"
107527,"Sales"
107530,"Sales"
107533,"Sales"
107539,"Sales"
107540,"Sales"
107554,"Sales"
107561,"Sales"
107575,"Sales"
107580,"Sales"
107584,"Sales"
107589,"Sales"
107591,"Sales"
107595,"Sales"
107607,"Sales"
107609,"Sales"
107617,"Sales"
107619,"Sales"
107633,"Sales"
107634,"Sales"
107642,"Sales"
107647,"Sales"
107662,"Sales"
107671,"Sales"
107680,"Sales"
107684,"Sales"
107688,"Sales"
107693,"Sales"
107694,"Sales"
107696,"Sales"
107700,"Sales"
107701,"Sales"
107712,"Sales"
107719,"Sales"
107730,"Sales"
107738,"Sales"
107740,"Sales"
107747,"Sales"
107750,"Sales"
107755,"Sales"
107762,"Sales"
107765,"Sales"
107783,"Sales"
107790,"Sales"
107807,"Sales"
107815,"Sales"
107821,"Sales"
107822,"Sales"
107827,"Sales"
107828,"Sales"
107830,"Sales"
107838,"Sales"
107843,"Sales"
107846,"Sales"
107862,"Sales"
107870,"Sales"
107872,"Sales"
107873,"Sales"
107885,"Sales"
107897,"Sales"
107901,"Sales"
107906,"Sales"
107911,"Sales"
107912,"Sales"
107918,"Sales"
107924,"Sales"
107930,"Sales"
107933,"Sales"
107936,"Sales"
107960,"Sales"
107967,"Sales"
107975,"Sales"
107976,"Sales"
107978,"Sales"
107981,"Sales"
107994,"Sales"
107995,"Sales"
107996,"Sales"
107997,"Sales"
108002,"Sales"
108006,"Sales"
108008,"Sales"
108010,"Sales"
108023,"Sales"
108024,"Sales"
108032,"Sales"
108042,"Sales"
108045,"Sales"
108053,"Sales"
108070,"Sales"
108075,"Sales"
108085,"Sales"
108093,"Sales"
108101,"Sales"
108102,"Sales"
108122,"Sales"
108131,"Sales"
108132,"Sales"
108135,"Sales"
108138,"Sales"
108140,"Sales"
108143,"Sales"
108144,"Sales"
108151,"Sales"
108153,"Sales"
108167,"Sales"
108170,"Sales"
108172,"Sales"
108180,"Sales"
108185,"Sales"
108194,"Sales"
108195,"Sales"
108202,"Sales"
108211,"Sales"
108212,"Sales"
108215,"Sales"
108216,"Sales"
108217,"Sales"
108219,"Sales"
108225,"Sales"
108228,"Sales"
108233,"Sales"
108239,"Sales"
108243,"Sales"
108250,"Sales"
108257,"Sales"
108269,"Sales"
108271,"Sales"
108273,"Sales"
108276,"Sales"
108295,"Sales"
108307,"Sales"
108311,"Sales"
108313,"Sales"
108315,"Sales"
108320,"Sales"
108329,"Sales"
108330,"Sales"
108337,"Sales"
108341,"Sales"
108346,"Sales"
108347,"Sales"
108351,"Sales"
108353,"Sales"
108354,"Sales"
108355,"Sales"
108356,"Sales"
108363,"Sales"
108367,"Sales"
108372,"Sales"
108375,"Sales"
108380,"Sales"
108390,"Sales"
108395,"Sales"
108396,"Sales"
108406,"Sales"
108412,"Sales"
108420,"Sales"
108426,"Sales"
108440,"Sales"
108443,"Sales"
108445,"Sales"
108450,"Sales"
108451,"Sales"
108460,"Sales"
108461,"Sales"
108463,"Sales"
108471,"Sales"
108479,"Sales"
108506,"Sales"
108525,"Sales"
108528,"Sales"
108532,"Sales"
108536,"Sales"
108537,"Sales"
108541,"Sales"
108544,"Sales"
108549,"Sales"
108551,"Sales"
108554,"Sales"
108564,"Sales"
108569,"Sales"
108573,"Sales"
108574,"Sales"
108580,"Sales"
108591,"Sales"
108593,"Sales"
108596,"Sales"
108607,"Sales"
108608,"Sales"
108621,"Sales"
108629,"Sales"
108639,"Sales"
108651,"Sales"
108671,"Sales"
108673,"Sales"
108681,"Sales"
108699,"Sales"
108711,"Sales"
108715,"Sales"
108722,"Sales"
108725,"Sales"
108729,"Sales"
108731,"Sales"
108732,"Sales"
108734,"Sales"
108746,"Sales"
108760,"Sales"
108763,"Sales"
108764,"Sales"
108782,"Sales"
108793,"Sales"
108797,"Sales"
108810,"Sales"
108816,"Sales"
108821,"Sales"
108827,"Sales"
108842,"Sales"
108849,"Sales"
108850,"Sales"
108852,"Sales"
108855,"Sales"
108864,"Sales"
108869,"Sales"
108874,"Sales"
108876,"Sales"
108880,"Sales"
108884,"Sales"
108885,"Sales"
108891,"Sales"
108894,"Sales"
108895,"Sales"
108902,"Sales"
108908,"Sales"
108912,"Sales"
108913,"Sales"
108914,"Sales"
108923,"Sales"
108925,"Sales"
108927,"Sales"
108939,"Sales"
108948,"Sales"
108959,"Sales"
108962,"Sales"
108975,"Sales"
108988,"Sales"
108989,"Sales"
109002,"Sales"
109016,"Sales"
109020,"Sales"
109047,"Sales"
109057,"Sales"
109060,"Sales"
109061,"Sales"
109072,"Sales"
109083,"Sales"
109089,"Sales"
109101,"Sales"
109102,"Sales"
109110,"Sales"
109117,"Sales"
109122,"Sales"
109123,"Sales"
109125,"Sales"
109127,"Sales"
109129,"Sales"
109138,"Sales"
109140,"Sales"
109149,"Sales"
109181,"Sales"
109186,"Sales"
109187,"Sales"
109189,"Sales"
109191,"Sales"
109192,"Sales"
109197,"Sales"
109206,"Sales"
109209,"Sales"
109215,"Sales"
109216,"Sales"
109222,"Sales"
109224,"Sales"
109240,"Sales"
109241,"Sales"
109250,"Sales"
109255,"Sales"
109265,"Sales"
109272,"Sales"
109287,"Sales"
109288,"Sales"
109299,"Sales"
109300,"Sales"
109305,"Sales"
109309,"Sales"
109314,"Sales"
109316,"Sales"
109318,"Sales"
109320,"Sales"
109321,"Sales"
109326,"Sales"
109334,"Sales"
109336,"Sales"
109337,"Sales"
109343,"Sales"
109350,"Sales"
109358,"Sales"
109360,"Sales"
109367,"Sales"
109376,"Sales"
109379,"Sales"
109380,"Sales"
109385,"Sales"
109401,"Sales"
109406,"Sales"
109412,"Sales"
109415,"Sales"
109421,"Sales"
109423,"Sales"
109428,"Sales"
109434,"Sales"
109437,"Sales"
109438,"Sales"
109441,"Sales"
109453,"Sales"
109457,"Sales"
109458,"Sales"
109462,"Sales"
109473,"Sales"
109490,"Sales"
109496,"Sales"
109498,"Sales"
